"","Species","Gene","Chromosome","peakStart","peakStop","GeneDirection","GeneStart","GeneStop","Distance","Proxy","Kd_Zenith","Kd_Max","ERE","Mis1_Max","Mis2_Max","Mis3_Max","Half","Info"
"144","Pan_troglodytes","BICD1","12",58325500,58327500,"-",58660853,58371596,44096,"Down",58325500,0.00309283,0,2,0,1,3,"ID=gene24108;Dbxref=GeneID:465268;Name=BICD1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding"
"154","Pan_troglodytes","BICD1","12",58335500,58338000,"-",58660853,58371596,33596,"Down",58335500,0.00304287,0,1,0,1,2,"ID=gene24108;Dbxref=GeneID:465268;Name=BICD1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding"
"164","Pan_troglodytes","CPM","12",70962500,70964500,"-",71043934,70967295,2795,"Down",70962500,0.00300321,0,0,1,5,6,"ID=gene24247;Dbxref=GeneID:452067;Name=CPM;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"464","Pan_troglodytes","CPM","12",71006500,71008500,"-",71043934,70967295,-35434,"Inter",71006500,0.00304441,0,1,0,2,3,"ID=gene24247;Dbxref=GeneID:452067;Name=CPM;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"516","Pan_troglodytes","RAN","12",134542000,134544500,"+",134567923,134573697,23423,"Up",134542000,0.00314628,0,2,1,2,5,"ID=gene24931;Dbxref=GeneID:452414;Name=RAN;gbkey=Gene;gene=RAN;gene_biotype=protein_coding"
"244","Pan_troglodytes","RAN","12",134581500,134583500,"+",134567923,134573697,7803,"Down",134581500,0.00305627,0,1,2,2,5,"ID=gene24931;Dbxref=GeneID:452414;Name=RAN;gbkey=Gene;gene=RAN;gene_biotype=protein_coding"
"254","Pan_troglodytes","RAN","12",134583500,134586000,"+",134567923,134573697,9803,"Down",134583500,0.00314194,0,0,0,3,3,"ID=gene24931;Dbxref=GeneID:452414;Name=RAN;gbkey=Gene;gene=RAN;gene_biotype=protein_coding"
"417","Pan_troglodytes","PUS1","12",135707000,135709500,"+",135705555,135720439,-1445,"Inter",135707000,0.00313337,0,2,0,2,4,"ID=gene24946;Dbxref=GeneID:738455;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"264","Pan_troglodytes","PUS1","12",135728000,135730000,"+",135705555,135720439,7561,"Down",135728000,0.00305208,0,0,2,7,9,"ID=gene24946;Dbxref=GeneID:738455;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"274","Pan_troglodytes","PUS1","12",135735500,135737500,"+",135705555,135720439,15061,"Down",135735500,0.00304425,0,1,0,2,3,"ID=gene24946;Dbxref=GeneID:738455;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"474","Pan_troglodytes","EIF5A","17",7546000,7548000,"+",7570909,7576445,22909,"Up",7546000,0.00301785,0,0,2,3,5,"ID=gene29982;Dbxref=GeneID:750603;Name=EIF5A;gbkey=Gene;gene=EIF5A;gene_biotype=protein_coding"
"564","Pan_troglodytes","TP53","17",7893500,7896000,"-",7961001,7942621,46621,"Down",7893500,0.00311626,0,1,1,4,5,"ID=gene30014;Dbxref=GeneID:455214;Name=TP53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding"
"574","Pan_troglodytes","TP53","17",7919500,7921500,"-",7961001,7942621,21121,"Down",7919500,0.00301237,0,0,4,1,5,"ID=gene30014;Dbxref=GeneID:455214;Name=TP53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding"
"584","Pan_troglodytes","WNT9B","17",10788500,10791000,"-",10857115,10840187,49187,"Down",10788500,0.00304556,0,1,0,3,4,"ID=gene30109;Dbxref=GeneID:107969026;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"594","Pan_troglodytes","WNT9B","17",10823500,10826500,"-",10857115,10840187,13687,"Down",10823500,0.00308471,0,1,1,2,4,"ID=gene30109;Dbxref=GeneID:107969026;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"774","Pan_troglodytes","WNT9B","17",10872500,10875000,"-",10857115,10840187,15385,"Up",10872500,0.00308746,0,2,0,2,4,"ID=gene30109;Dbxref=GeneID:107969026;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"484","Pan_troglodytes","MAPT","17",11540000,11542000,"+",11586866,11716334,44866,"Up",11540000,0.00310691,0,2,0,0,2,"ID=gene30127;Dbxref=GeneID:450177;Name=MAPT;description=microtubule-associated protein tau;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"824","Pan_troglodytes","MAPT","17",11646500,11648500,"+",11586866,11716334,-59634,"Inter",11646500,0.00306715,0,2,0,2,4,"ID=gene30127;Dbxref=GeneID:450177;Name=MAPT;description=microtubule-associated protein tau;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"494","Pan_troglodytes","STH","17",11646500,11648500,"+",11689428,11692689,40928,"Up",11646500,0.00306715,0,2,0,2,4,"ID=gene30129;Dbxref=GeneID:107968989;Name=STH;gbkey=Gene;gene=STH;gene_biotype=protein_coding"
"604","Pan_troglodytes","NMT1","17",12422000,12424000,"-",12485882,12437967,13967,"Down",12422000,0.00317694,0,0,3,6,9,"ID=gene30149;Dbxref=GeneID:454744;Name=NMT1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding"
"617","Pan_troglodytes","NMT1","17",12427000,12429000,"-",12485882,12437967,8967,"Down",12427000,0.00306407,0,0,2,1,3,"ID=gene30149;Dbxref=GeneID:454744;Name=NMT1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding"
"504","Pan_troglodytes","KRT19","17",16074000,16076500,"+",16098274,16103099,21774,"Up",16074000,0.00306466,0,1,0,2,3,"ID=gene30287;Dbxref=GeneID:454663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"834","Pan_troglodytes","KRT19","17",16100500,16102500,"+",16098274,16103099,-2226,"Inter",16100500,0.00302629,0,1,2,1,4,"ID=gene30287;Dbxref=GeneID:454663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"684","Pan_troglodytes","KRT19","17",16110000,16113000,"+",16098274,16103099,6901,"Down",16110000,0.00312117,0,1,1,2,4,"ID=gene30287;Dbxref=GeneID:454663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"694","Pan_troglodytes","KRT19","17",16123500,16126000,"+",16098274,16103099,20401,"Down",16123500,0.0030366,0,0,2,1,3,"ID=gene30287;Dbxref=GeneID:454663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"704","Pan_troglodytes","KRT19","17",16139000,16141000,"+",16098274,16103099,35901,"Down",16139000,0.00302762,0,1,0,2,3,"ID=gene30287;Dbxref=GeneID:454663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"717","Pan_troglodytes","KRT19","17",16147500,16150000,"+",16098274,16103099,44401,"Down",16147500,0.00345522,0,0,1,4,5,"ID=gene30287;Dbxref=GeneID:454663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"624","Pan_troglodytes","IGFBP4","17",17116500,17119000,"-",17162771,17148195,29195,"Down",17116500,0.00307451,0,1,1,4,5,"ID=gene30349;Dbxref=GeneID:454652;Name=IGFBP4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding"
"634","Pan_troglodytes","IGFBP4","17",17136500,17138500,"-",17162771,17148195,9695,"Down",17136500,0.00300938,0,2,0,0,2,"ID=gene30349;Dbxref=GeneID:454652;Name=IGFBP4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding"
"517","Pan_troglodytes","ALDOC","17",28580000,28582500,"+",28622527,28628668,40027,"Up",28580000,0.00309842,0,0,1,3,3,"ID=gene30624;Dbxref=GeneID:493951;Name=ALDOC;description=aldolase C%2C fructose-bisphosphate;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"724","Pan_troglodytes","ALDOC","17",28664500,28666500,"+",28622527,28628668,35832,"Down",28664500,0.00309794,0,1,2,2,5,"ID=gene30624;Dbxref=GeneID:493951;Name=ALDOC;description=aldolase C%2C fructose-bisphosphate;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"734","Pan_troglodytes","ALDOC","17",28666000,28668000,"+",28622527,28628668,37332,"Down",28666000,0.00304042,0,2,0,1,3,"ID=gene30624;Dbxref=GeneID:493951;Name=ALDOC;description=aldolase C%2C fructose-bisphosphate;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"524","Pan_troglodytes","VTN","17",28846000,28848500,"+",28850779,28853859,2279,"Up",28846000,0.00311247,0,1,1,3,5,"ID=gene30632;Dbxref=GeneID:738261;Name=VTN;gbkey=Gene;gene=VTN;gene_biotype=protein_coding"
"644","Pan_troglodytes","TOB1","17",49951000,49953500,"-",49985974,49981849,28349,"Down",49951000,0.00309815,0,1,1,3,5,"ID=gene30985;Dbxref=GeneID:468406;Name=TOB1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding"
"654","Pan_troglodytes","TOB1","17",49959500,49961500,"-",49985974,49981849,20349,"Down",49959500,0.00319433,0,2,0,3,5,"ID=gene30985;Dbxref=GeneID:468406;Name=TOB1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding"
"664","Pan_troglodytes","APPBP2","17",59736000,59738500,"-",59849206,59767890,29390,"Down",59736000,0.00300932,0,1,2,1,4,"ID=gene31101;Dbxref=GeneID:454804;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"854","Pan_troglodytes","APPBP2","17",59811500,59813500,"-",59849206,59767890,-35706,"Inter",59811500,0.00302242,0,1,0,4,5,"ID=gene31101;Dbxref=GeneID:454804;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"784","Pan_troglodytes","APPBP2","17",59853500,59855500,"-",59849206,59767890,4294,"Up",59853500,0.00306107,0,2,0,2,4,"ID=gene31101;Dbxref=GeneID:454804;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"794","Pan_troglodytes","APPBP2","17",59888000,59890000,"-",59849206,59767890,38794,"Up",59888000,0.00306891,0,1,2,2,5,"ID=gene31101;Dbxref=GeneID:454804;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"864","Pan_troglodytes","SDK2","17",73025000,73027000,"-",73120240,72807573,-93240,"Inter",73025000,0.00304943,0,1,0,2,3,"ID=gene31289;Dbxref=GeneID:454860;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"874","Pan_troglodytes","SDK2","17",73080500,73083000,"-",73120240,72807573,-37240,"Inter",73080500,0.00320485,0,1,2,2,5,"ID=gene31289;Dbxref=GeneID:454860;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"884","Pan_troglodytes","SDK2","17",73088000,73090000,"-",73120240,72807573,-30240,"Inter",73088000,0.00303653,0,1,0,2,3,"ID=gene31289;Dbxref=GeneID:454860;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"804","Pan_troglodytes","SDK2","17",73165500,73167500,"-",73120240,72807573,45260,"Up",73165500,0.00303081,0,1,2,2,5,"ID=gene31289;Dbxref=GeneID:454860;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"534","Pan_troglodytes","SLC9A3R1","17",74185000,74187000,"+",74235518,74255618,48518,"Up",74185000,0.00300413,0,1,0,3,4,"ID=gene31317;Dbxref=GeneID:454865;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"544","Pan_troglodytes","SLC9A3R1","17",74219500,74221500,"+",74235518,74255618,14018,"Up",74219500,0.00306892,0,0,0,3,3,"ID=gene31317;Dbxref=GeneID:454865;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"554","Pan_troglodytes","SLC9A3R1","17",74233500,74235500,"+",74235518,74255618,18,"Up",74233500,0.00303294,0,1,2,1,4,"ID=gene31317;Dbxref=GeneID:454865;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"844","Pan_troglodytes","SLC9A3R1","17",74248000,74250000,"+",74235518,74255618,-12482,"Inter",74248000,0.00313037,0,1,1,2,4,"ID=gene31317;Dbxref=GeneID:454865;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"744","Pan_troglodytes","SLC9A3R1","17",74277000,74279500,"+",74235518,74255618,21382,"Down",74277000,0.00333082,0,3,1,2,6,"ID=gene31317;Dbxref=GeneID:454865;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"754","Pan_troglodytes","SLC9A3R1","17",74293500,74295500,"+",74235518,74255618,37882,"Down",74293500,0.00305394,0,1,1,1,3,"ID=gene31317;Dbxref=GeneID:454865;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"764","Pan_troglodytes","BIRC5","17",77848000,77850000,"+",77819710,77830922,17078,"Down",77848000,0.00301466,0,0,1,1,2,"ID=gene31426;Dbxref=GeneID:455276;Name=BIRC5;description=baculoviral IAP repeat containing 5;gbkey=Gene;gene=BIRC5;gene_biotype=protein_coding"
"674","Pan_troglodytes","SOCS3","17",77951500,77954000,"-",77964009,77960709,6709,"Down",77951500,0.0030588,0,2,0,2,4,"ID=gene31430;Dbxref=GeneID:454921;Name=SOCS3;gbkey=Gene;gene=SOCS3;gene_biotype=protein_coding"
"817","Pan_troglodytes","SOCS3","17",77977500,77979500,"-",77964009,77960709,13491,"Up",77977500,0.00306569,0,1,1,3,5,"ID=gene31430;Dbxref=GeneID:454921;Name=SOCS3;gbkey=Gene;gene=SOCS3;gene_biotype=protein_coding"
"904","Pan_troglodytes","CTBP1","4",1386000,1388500,"-",1453576,1416014,27514,"Down",1386000,0.00312814,0,1,0,2,3,"ID=gene8148;Dbxref=GeneID:738792;Name=CTBP1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding"
"917","Pan_troglodytes","GNRHR","4",62706500,62709000,"+",62668338,62687114,19386,"Down",62706500,0.00312298,0,0,0,0,0,"ID=gene8760;Dbxref=GeneID:471226;Name=GNRHR;gbkey=Gene;gene=GNRHR;gene_biotype=protein_coding"
"954","Pan_troglodytes","HERC6","4",90796000,90798000,"+",90760347,90824687,-35653,"Inter",90796000,0.0031416,0,1,1,4,6,"ID=gene8940;Dbxref=GeneID:741970;Name=HERC6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"964","Pan_troglodytes","HERC6","4",90813000,90815000,"+",90760347,90824687,-52653,"Inter",90813000,0.00301007,0,1,0,2,3,"ID=gene8940;Dbxref=GeneID:741970;Name=HERC6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"974","Pan_troglodytes","UNC5C","4",98087500,98090000,"-",98117750,97694847,-27750,"Inter",98087500,0.00424694,1,0,0,1,2,"ID=gene8974;Dbxref=GeneID:471254;Name=UNC5C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding"
"924","Pan_troglodytes","UNC5C","4",98149000,98151000,"-",98117750,97694847,31250,"Up",98149000,0.00305565,0,1,1,0,2,"ID=gene8974;Dbxref=GeneID:471254;Name=UNC5C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding"
"894","Pan_troglodytes","SPRY1","4",126253500,126256000,"+",126298841,126304201,42841,"Up",126253500,0.00302368,0,1,1,0,2,"ID=gene9227;Dbxref=GeneID:461476;Name=SPRY1;gbkey=Gene;gene=SPRY1;gene_biotype=protein_coding"
"934","Pan_troglodytes","PDLIM3","4",189886500,189888500,"-",189883207,189849407,3293,"Up",189886500,0.00305936,0,2,1,1,4,"ID=gene9690;Dbxref=GeneID:461639;Name=PDLIM3;gbkey=Gene;gene=PDLIM3;gene_biotype=protein_coding"
"944","Pan_troglodytes","PDLIM3","4",189910500,189913000,"-",189883207,189849407,27293,"Up",189910500,0.00328612,0,0,0,0,0,"ID=gene9690;Dbxref=GeneID:461639;Name=PDLIM3;gbkey=Gene;gene=PDLIM3;gene_biotype=protein_coding"
"984","Pan_troglodytes","AR","X",66660500,66662500,"+",66683002,66881102,20502,"Up",66660500,0.00303222,0,1,0,2,3,"ID=gene37287;Dbxref=GeneID:747460;Name=AR;description=androgen receptor;gbkey=Gene;gene=AR;gene_biotype=protein_coding"
"1017","Pan_troglodytes","AR","X",66920500,66923000,"+",66683002,66881102,39398,"Down",66920500,0.00307897,0,1,1,1,2,"ID=gene37287;Dbxref=GeneID:747460;Name=AR;description=androgen receptor;gbkey=Gene;gene=AR;gene_biotype=protein_coding"
"994","Pan_troglodytes","FHL1","X",135944500,135946500,"+",135965973,136030579,19473,"Up",135944500,0.0030928,0,3,1,1,5,"ID=gene37898;Dbxref=GeneID:747985;Name=FHL1;gbkey=Gene;gene=FHL1;gene_biotype=protein_coding"
"1023","Pan_troglodytes","TREX2","X",153140000,153142500,"-",153113994,153110908,26006,"Up",153140000,0.00304867,0,1,0,1,2,"ID=gene38063;Dbxref=GeneID:738230;Name=TREX2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"1004","Pan_troglodytes","G6PD","X",154012000,154014000,"-",154071138,154054887,40887,"Down",154012000,0.00309378,0,1,0,2,3,"ID=gene38111;Dbxref=GeneID:743041;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"1033","Pan_troglodytes","G6PD","X",154056000,154059000,"-",154071138,154054887,-12138,"Inter",154056000,0.003351,0,2,1,1,4,"ID=gene38111;Dbxref=GeneID:743041;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"1043","Pan_troglodytes","G6PD","X",154059500,154061500,"-",154071138,154054887,-9638,"Inter",154059500,0.00305003,0,2,0,0,2,"ID=gene38111;Dbxref=GeneID:743041;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"1053","Pan_troglodytes","G6PD","X",154066500,154068500,"-",154071138,154054887,-2638,"Inter",154066500,0.00301389,0,1,0,1,2,"ID=gene38111;Dbxref=GeneID:743041;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
