"","genome_position","N","mean_Kd_inverse","N_over_1.5","N_0.15_to_1.5","N_0.09_to_0.15","N_0.04_to_0.09","Total_over_0.04"
"84462",42231000,1000,0.00251459,0,0,0,0,0
"84463",42231500,1000,0.00252849,0,0,0,0,0
"84464",42232000,1000,0.00265947,0,0,1,1,2
"84465",42232500,1000,0.0026975,0,0,1,1,2
"84466",42233000,1000,0.00265665,0,0,0,4,4
"84467",42233500,1000,0.00283047,0,1,0,4,5
"84468",42234000,1000,0.00274684,0,1,0,0,1
"84469",42234500,1000,0.00258517,0,0,0,1,1
"84470",42235000,1000,0.00258946,0,0,0,2,2
"84471",42235500,1000,0.00266132,0,0,0,2,2
"84472",42236000,1000,0.00267623,0,0,0,2,2
"84473",42236500,1000,0.00269065,0,0,0,2,2
"84474",42237000,1000,0.00267454,0,0,0,1,1
"84475",42237500,1000,0.00250151,0,0,0,0,0
"84476",42238000,1000,0.00248757,0,0,0,1,1
"84477",42238500,1000,0.00259327,0,0,0,2,2
"84478",42239000,1000,0.00264151,0,0,0,2,2
"84479",42239500,1000,0.00276485,0,1,0,1,2
"84480",42240000,1000,0.00278713,0,1,1,0,2
"84481",42240500,1000,0.00263234,0,0,1,0,1
"84482",42241000,1000,0.00263753,0,0,0,0,0
"84483",42241500,1000,0.00269367,0,0,0,2,2
"84484",42242000,1000,0.0025925,0,0,0,2,2
"84485",42242500,1000,0.00272906,0,1,0,1,2
"84486",42243000,1000,0.00280584,0,1,0,1,2
"84487",42243500,1000,0.00263084,0,0,0,0,0
"84488",42244000,1000,0.00266101,0,0,0,1,1
"84489",42244500,1000,0.00251841,0,0,0,1,1
"84490",42245000,1000,0.00266511,0,1,0,0,1
"84491",42245500,1000,0.00288268,0,1,1,0,2
"84492",42246000,1000,0.00271691,0,1,1,0,2
"84493",42246500,1000,0.00259962,0,1,0,0,1
"84494",42247000,1000,0.00249361,0,0,0,0,0
"84495",42247500,1000,0.00264048,0,0,0,2,2
"84496",42248000,1000,0.00272337,0,0,0,2,2
"84497",42248500,1000,0.00276139,0,0,0,1,1
"84498",42249000,1000,0.00287328,0,0,0,3,3
"84499",42249500,1000,0.00271721,0,0,0,2,2
"84500",42250000,1000,0.00260455,0,0,0,0,0
"84501",42250500,1000,0.002815,0,0,1,2,3
"84502",42251000,1000,0.002726,0,0,1,2,3
"84503",42251500,1000,0.00263831,0,0,1,0,1
"84504",42252000,1000,0.0026875,0,0,1,0,1
"84505",42252500,1000,0.00255146,0,0,0,2,2
"84506",42253000,1000,0.00258344,0,0,0,2,2
"84507",42253500,1000,0.00261597,0,0,0,0,0
"84508",42254000,1000,0.00271462,0,0,0,1,1
"84509",42254500,1000,0.00277824,0,0,0,3,3
"84510",42255000,1000,0.00270432,0,0,0,2,2
"84511",42255500,1000,0.00271863,0,0,1,1,2
"84512",42256000,1000,0.00264641,0,0,1,1,2
"84513",42256500,1000,0.00253826,0,0,0,1,1
"84514",42257000,1000,0.00260141,0,0,0,2,2
"84515",42257500,1000,0.00270556,0,1,0,1,2
"84516",42258000,1000,0.00267163,0,1,0,2,3
"84517",42258500,1000,0.00257419,0,0,0,4,4
"84518",42259000,1000,0.0025536,0,0,0,2,2
"84519",42259500,1000,0.0026091,0,0,0,2,2
"84520",42260000,1000,0.00262456,0,0,0,2,2
"84521",42260500,1000,0.00264569,0,0,0,1,1
"84522",42261000,1000,0.00259692,0,0,0,1,1
"84523",42261500,1000,0.00246646,0,0,0,0,0
"84524",42262000,1000,0.00246723,0,0,0,0,0
"84525",42262500,1000,0.00240838,0,0,0,0,0
"84526",42263000,1000,0.00235106,0,0,0,0,0
"84527",42263500,1000,0.00248478,0,0,0,0,0
"84528",42264000,1000,0.00262208,0,0,0,1,1
"84529",42264500,1000,0.00264184,0,0,0,2,2
"84530",42265000,1000,0.00262528,0,0,0,1,1
"84531",42265500,1000,0.00260621,0,0,0,2,2
"84532",42266000,1000,0.0025063,0,0,0,3,3
"84533",42266500,1000,0.00251144,0,0,0,2,2
"84534",42267000,1000,0.00268855,0,0,0,1,1
"84535",42267500,1000,0.00275115,0,0,0,2,2
"84536",42268000,1000,0.00263099,0,0,0,2,2
"84537",42268500,1000,0.00248876,0,0,0,0,0
"84538",42269000,1000,0.00262824,0,0,1,1,2
"84539",42269500,1000,0.00280201,0,0,2,2,4
"84540",42270000,1000,0.00265132,0,0,1,1,2
"84541",42270500,1000,0.00251019,0,0,0,1,1
"84542",42271000,1000,0.00248427,0,0,0,1,1
"84543",42271500,1000,0.00248217,0,0,0,0,0
"84544",42272000,1000,0.00265698,0,0,0,1,1
"84545",42272500,1000,0.0027083,0,0,0,1,1
"84546",42273000,1000,0.00245011,0,0,0,0,0
"84547",42273500,1000,0.00239272,0,0,0,0,0
"84548",42274000,1000,0.00250945,0,0,0,0,0
"84549",42274500,1000,0.00248504,0,0,0,0,0
"84550",42275000,1000,0.0024764,0,0,0,0,0
"84551",42275500,1000,0.00244675,0,0,0,0,0
"84552",42276000,1000,0.00226839,0,0,0,0,0
"84553",42276500,1000,0.00225608,0,0,0,0,0
"84554",42277000,1000,0.00262329,0,0,0,1,1
"84555",42277500,1000,0.00285975,0,0,1,2,3
"84556",42278000,1000,0.00290953,0,0,1,2,3
"84557",42278500,1000,0.00297394,0,0,1,2,3
"84558",42279000,1000,0.00282154,0,0,1,1,2
"84559",42279500,1000,0.00268375,0,0,0,0,0
"84560",42280000,1000,0.00271825,0,0,0,0,0
"84561",42280500,1000,0.0027527,0,0,1,0,1
"84562",42281000,1000,0.00262763,0,0,1,0,1
"84563",42281500,1000,0.00254832,0,0,0,0,0
"84564",42282000,1000,0.00263326,0,0,0,0,0
"84565",42282500,1000,0.00271226,0,0,0,2,2
"84566",42283000,1000,0.00273288,0,0,0,2,2
"84567",42283500,1000,0.00267663,0,0,0,1,1
"84568",42284000,1000,0.00303437,0,1,2,1,4
"84569",42284500,1000,0.00303131,0,1,2,0,3
"84570",42285000,1000,0.00267077,0,0,0,1,1
"84571",42285500,1000,0.00270599,0,0,0,2,2
"84572",42286000,1000,0.0026805,0,0,0,1,1
"84573",42286500,1000,0.00266511,0,0,0,0,0
"84574",42287000,1000,0.00269235,0,0,0,0,0
"84575",42287500,1000,0.00264112,0,0,0,0,0
"84576",42288000,1000,0.00252318,0,0,0,0,0
"84577",42288500,1000,0.00247663,0,0,0,0,0
"84578",42289000,1000,0.00251663,0,0,0,0,0
"84579",42289500,1000,0.0026808,0,0,0,2,2
"84580",42290000,1000,0.00271145,0,0,0,2,2
"84581",42290500,1000,0.00259962,0,0,0,0,0
"84582",42291000,1000,0.00269435,0,0,0,1,1
"84583",42291500,1000,0.00280105,0,0,0,1,1
"84584",42292000,1000,0.00275334,0,0,0,0,0
"84585",42292500,1000,0.00280373,0,0,1,2,3
"84586",42293000,1000,0.00280146,0,0,1,3,4
"84587",42293500,1000,0.00264754,0,0,0,1,1
"84588",42294000,1000,0.00270848,0,0,0,1,1
"84589",42294500,1000,0.00272634,0,0,0,3,3
"84590",42295000,1000,0.00270475,0,0,0,3,3
"84591",42295500,1000,0.00282473,0,0,0,2,2
"84592",42296000,1000,0.00280038,0,0,0,1,1
"84593",42296500,1000,0.00276319,0,0,0,2,2
"84594",42297000,1000,0.00270221,0,0,0,2,2
"84595",42297500,1000,0.00266858,0,0,0,0,0
"84596",42298000,1000,0.00276462,0,0,1,0,1
"84597",42298500,1000,0.00280707,0,0,2,1,3
"84598",42299000,1000,0.00293312,0,0,1,3,4
"84599",42299500,1000,0.00301808,0,0,0,2,2
"84600",42300000,1000,0.00296445,0,0,0,1,1
"84601",42300500,1000,0.00302772,0,1,0,1,2
"84602",42301000,1000,0.0030615,0,1,0,1,2
"84603",42301500,1000,0.0029276,0,0,0,2,2
"84604",42302000,1000,0.00277481,0,0,0,1,1
"84605",42302500,1000,0.00277038,0,0,0,1,1
"84606",42303000,1000,0.00293517,0,0,1,2,3
"84607",42303500,1000,0.00287662,0,0,1,2,3
"84608",42304000,1000,0.00275959,0,0,0,3,3
"84609",42304500,1000,0.00282615,0,0,0,2,2
"84610",42305000,1000,0.00288902,0,0,1,0,1
"84611",42305500,1000,0.00274918,0,0,1,0,1
"84612",42306000,1000,0.0027259,0,0,0,0,0
"84613",42306500,1000,0.00287389,0,0,1,2,3
"84614",42307000,1000,0.00289202,0,0,1,2,3
"84615",42307500,1000,0.0028095,0,0,0,0,0
"84616",42308000,1000,0.00265571,0,0,0,0,0
"84617",42308500,1000,0.00261434,0,0,0,0,0
"84618",42309000,1000,0.00268668,0,0,0,0,0
"84619",42309500,1000,0.00266105,0,0,0,0,0
"84620",42310000,1000,0.00265759,0,0,0,0,0
"84621",42310500,1000,0.00280652,0,0,0,0,0
"84622",42311000,1000,0.00274604,0,0,0,0,0
"84623",42311500,1000,0.00260939,0,0,0,0,0
"84624",42312000,1000,0.00249653,0,0,0,0,0
"84625",42312500,1000,0.00242426,0,0,0,0,0
"84626",42313000,1000,0.0025144,0,0,0,1,1
"84627",42313500,1000,0.00257106,0,0,0,1,1
"84628",42314000,1000,0.00263519,0,0,0,0,0
"84629",42314500,1000,0.00270152,0,0,0,2,2
"84630",42315000,1000,0.00271323,0,0,0,4,4
"84631",42315500,1000,0.00282695,0,0,1,2,3
"84632",42316000,1000,0.00293423,0,0,2,1,3
"84633",42316500,1000,0.00279599,0,0,1,1,2
"84634",42317000,1000,0.00281203,0,1,0,0,1
"84635",42317500,1000,0.00279708,0,1,0,0,1
"84636",42318000,1000,0.00272898,0,0,0,2,2
"84637",42318500,1000,0.0027366,0,0,0,3,3
"84638",42319000,1000,0.00280487,0,0,1,2,3
"84639",42319500,1000,0.00281761,0,0,1,1,2
"84640",42320000,1000,0.00265357,0,0,0,0,0
"84641",42320500,1000,0.00278226,0,0,1,0,1
"84642",42321000,1000,0.00275854,0,0,1,0,1
"84643",42321500,1000,0.00254729,0,0,0,0,0
"84644",42322000,1000,0.00260797,0,0,0,1,1
"84645",42322500,1000,0.00266757,0,0,0,1,1
"84646",42323000,1000,0.0027262,0,0,0,1,1
"84647",42323500,1000,0.00283492,0,0,0,1,1
"84648",42324000,1000,0.00264687,0,0,0,0,0
"84649",42324500,1000,0.00257009,0,0,0,0,0
"84650",42325000,1000,0.00283004,0,0,0,1,1
"84651",42325500,1000,0.00290291,0,0,1,2,3
"84652",42326000,1000,0.00295428,0,0,1,3,4
"84653",42326500,1000,0.00288863,0,0,0,3,3
"84654",42327000,1000,0.00260769,0,0,0,1,1
"84655",42327500,1000,0.00259352,0,0,0,2,2
"84656",42328000,1000,0.00258343,0,0,0,2,2
"84657",42328500,1000,0.00255285,0,0,0,2,2
"84658",42329000,1000,0.00264804,0,0,0,2,2
"84659",42329500,1000,0.0026473,0,0,0,0,0
"84660",42330000,1000,0.00258526,0,0,0,0,0
"84661",42330500,1000,0.00266724,0,0,1,1,2
"84662",42331000,1000,0.00273557,0,0,1,1,2
"84663",42331500,1000,0.00261957,0,0,0,0,0
"84664",42332000,1000,0.00277345,0,0,1,1,2
"84665",42332500,1000,0.00277838,0,0,1,1,2
"84666",42333000,1000,0.00265425,0,0,0,0,0
"84667",42333500,1000,0.00272778,0,0,0,0,0
"84668",42334000,1000,0.00268598,0,0,0,0,0
"84669",42334500,1000,0.00275266,0,0,0,2,2
"84670",42335000,1000,0.00280105,0,0,0,3,3
"84671",42335500,1000,0.00264028,0,0,0,1,1
"84672",42336000,1000,0.00253631,0,0,0,0,0
"84673",42336500,1000,0.00247686,0,0,0,0,0
"84674",42337000,1000,0.00255056,0,0,0,2,2
"84675",42337500,1000,0.00319256,0,0,4,3,7
"84676",42338000,1000,0.0040577,0,0,8,1,9
"84677",42338500,1000,0.00368797,0,0,5,0,5
"84678",42339000,1000,0.00280321,0,0,1,0,1
"84679",42339500,1000,0.00269275,0,0,0,1,1
"84680",42340000,1000,0.00272925,0,0,0,3,3
"84681",42340500,1000,0.00272019,0,0,0,2,2
"84682",42341000,1000,0.00270984,0,0,0,0,0
"84683",42341500,1000,0.00260059,0,0,0,0,0
"84684",42342000,1000,0.00263311,0,0,0,2,2
"84685",42342500,1000,0.00280942,0,0,0,3,3
"84686",42343000,1000,0.00260544,0,0,0,1,1
"84687",42343500,1000,0.00252157,0,0,0,1,1
"84688",42344000,1000,0.00272348,0,0,1,1,2
"84689",42344500,1000,0.00273613,0,0,1,2,3
"84690",42345000,1000,0.00272926,0,0,1,3,4
"84691",42345500,1000,0.00266064,0,0,1,1,2
"84692",42346000,1000,0.00261418,0,0,0,0,0
"84693",42346500,1000,0.00278021,0,0,1,1,2
"84694",42347000,1000,0.0027897,0,0,1,2,3
"84695",42347500,1000,0.00269375,0,0,0,1,1
"84696",42348000,1000,0.00275999,0,0,0,0,0
"84697",42348500,1000,0.00270717,0,0,0,0,0
"84698",42349000,1000,0.00258147,0,0,0,1,1
"84699",42349500,1000,0.00261589,0,0,0,1,1
"84700",42350000,1000,0.00265836,0,0,0,1,1
"84701",42350500,1000,0.0027116,0,0,1,2,3
"84702",42351000,1000,0.00268747,0,0,1,2,3
"84703",42351500,1000,0.00258086,0,0,0,1,1
"84704",42352000,1000,0.00276252,0,0,1,2,3
"84705",42352500,1000,0.00280853,0,0,1,3,4
"84706",42353000,1000,0.00265486,0,0,0,3,3
"84707",42353500,1000,0.00262456,0,0,0,2,2
"84708",42354000,1000,0.00260063,0,0,0,2,2
"84709",42354500,1000,0.00266996,0,0,0,4,4
"84710",42355000,1000,0.00268033,0,0,0,2,2
"84711",42355500,1000,0.00258283,0,0,0,0,0
"84712",42356000,1000,0.00249861,0,0,0,0,0
"84713",42356500,1000,0.00257911,0,0,0,1,1
"84714",42357000,1000,0.00271706,0,0,1,2,3
"84715",42357500,1000,0.00262075,0,0,1,2,3
"84716",42358000,1000,0.00252652,0,0,0,2,2
"84717",42358500,1000,0.00268219,0,0,1,1,2
"84718",42359000,1000,0.00278417,0,0,1,1,2
"84719",42359500,1000,0.00269589,0,0,0,2,2
"84720",42360000,1000,0.00267919,0,0,0,2,2
"84721",42360500,1000,0.00274504,0,0,0,2,2
"84722",42361000,1000,0.00274871,0,0,0,1,1
"84723",42361500,1000,0.00265809,0,0,0,0,0
"84724",42362000,1000,0.00260483,0,0,0,0,0
"84725",42362500,1000,0.00265383,0,0,0,1,1
"84726",42363000,1000,0.00269246,0,0,0,1,1
"84727",42363500,1000,0.00271583,0,0,0,1,1
"84728",42364000,1000,0.00277868,0,0,0,1,1
"84729",42364500,1000,0.00290191,0,0,1,2,3
"84730",42365000,1000,0.00282,0,0,1,2,3
"84731",42365500,1000,0.00267744,0,0,0,2,2
"84732",42366000,1000,0.00272594,0,0,0,3,3
"84733",42366500,1000,0.00273458,0,0,1,2,3
"84734",42367000,1000,0.00262848,0,0,1,1,2
"84735",42367500,1000,0.00256286,0,0,0,0,0
"84736",42368000,1000,0.00257187,0,0,0,0,0
"84737",42368500,1000,0.00262298,0,0,0,0,0
"84738",42369000,1000,0.00269428,0,0,0,1,1
"84739",42369500,1000,0.00264882,0,0,0,1,1
"84740",42370000,1000,0.00269101,0,1,0,0,1
"84741",42370500,1000,0.00281734,0,1,1,1,3
"84742",42371000,1000,0.00271098,0,0,1,1,2
"84743",42371500,1000,0.00267678,0,0,0,1,1
"84744",42372000,1000,0.002726,0,0,0,2,2
"84745",42372500,1000,0.00259541,0,0,0,1,1
"84746",42373000,1000,0.00269124,0,0,1,0,1
"84747",42373500,1000,0.0027426,0,0,2,1,3
"84748",42374000,1000,0.0027143,0,0,2,2,4
"84749",42374500,1000,0.00270881,0,0,1,1,2
"84750",42375000,1000,0.00257704,0,0,0,0,0
"84751",42375500,1000,0.00264029,0,0,0,1,1
"84752",42376000,1000,0.00263862,0,0,0,1,1
"84753",42376500,1000,0.00263318,0,0,0,2,2
"84754",42377000,1000,0.00257273,0,0,0,2,2
"84755",42377500,1000,0.00249178,0,0,0,0,0
"84756",42378000,1000,0.00270941,0,0,0,2,2
"84757",42378500,1000,0.00272206,0,0,0,2,2
"84758",42379000,1000,0.0026051,0,0,0,0,0
"84759",42379500,1000,0.00256789,0,0,0,0,0
"84760",42380000,1000,0.00252354,0,0,0,1,1
"84761",42380500,1000,0.00268735,0,0,0,3,3
"84762",42381000,1000,0.00280887,0,0,1,3,4
"84763",42381500,1000,0.00266891,0,0,1,2,3
"84764",42382000,1000,0.00255638,0,0,0,1,1
"84765",42382500,1000,0.00269388,0,0,1,1,2
"84766",42383000,1000,0.00284735,0,0,1,4,5
"84767",42383500,1000,0.00279292,0,0,0,3,3
"84768",42384000,1000,0.00267517,0,0,0,1,1
"84769",42384500,1000,0.00262116,0,0,0,2,2
"84770",42385000,1000,0.0027358,0,0,0,3,3
"84771",42385500,1000,0.0027219,0,0,0,2,2
"84772",42386000,1000,0.00262426,0,0,0,2,2
"84773",42386500,1000,0.00260948,0,0,0,2,2
"84774",42387000,1000,0.00258899,0,0,0,0,0
"84775",42387500,1000,0.00255932,0,0,0,0,0
"84776",42388000,1000,0.0024466,0,0,0,0,0
"84777",42388500,1000,0.00248575,0,0,0,0,0
"84778",42389000,1000,0.00256966,0,0,0,0,0
"84779",42389500,1000,0.00256033,0,0,0,1,1
"84780",42390000,1000,0.00264556,0,0,0,2,2
"84781",42390500,1000,0.00283462,0,0,1,2,3
"84782",42391000,1000,0.00270019,0,0,1,1,2
"84783",42391500,1000,0.00264609,0,0,0,2,2
"84784",42392000,1000,0.00289962,0,0,1,5,6
"84785",42392500,1000,0.00285877,0,0,1,4,5
"84786",42393000,1000,0.00272333,0,0,0,2,2
"84787",42393500,1000,0.00263865,0,0,0,1,1
"84788",42394000,1000,0.00258142,0,0,0,0,0
"84789",42394500,1000,0.00267546,0,0,0,1,1
"84790",42395000,1000,0.00274126,0,0,0,3,3
"84791",42395500,1000,0.00269914,0,0,0,2,2
"84792",42396000,1000,0.0028173,0,0,1,1,2
"84793",42396500,1000,0.00286129,0,0,2,1,3
"84794",42397000,1000,0.00278092,0,0,1,0,1
"84795",42397500,1000,0.00269886,0,0,0,0,0
"84796",42398000,1000,0.00270899,0,0,0,1,1
"84797",42398500,1000,0.0027343,0,0,0,2,2
"84798",42399000,1000,0.00266823,0,0,0,1,1
"84799",42399500,1000,0.00273905,0,0,0,1,1
"84800",42400000,1000,0.00275295,0,0,0,1,1
"84801",42400500,1000,0.00268784,0,0,0,1,1
"84802",42401000,1000,0.00285709,0,0,0,5,5
"84803",42401500,1000,0.00277591,0,0,0,4,4
"84804",42402000,1000,0.00253089,0,0,0,0,0
"84805",42402500,1000,0.00254256,0,0,0,0,0
"84806",42403000,1000,0.00270383,0,0,1,0,1
"84807",42403500,1000,0.00272115,0,0,1,0,1
"84808",42404000,1000,0.00265061,0,0,0,0,0
"84809",42404500,1000,0.00277117,0,0,0,0,0
"84810",42405000,1000,0.00280131,0,0,0,0,0
"84811",42405500,1000,0.00270409,0,0,0,1,1
"84812",42406000,1000,0.00259576,0,0,0,1,1
"84813",42406500,1000,0.00270035,0,0,1,0,1
"84814",42407000,1000,0.00275443,0,0,1,0,1
"84815",42407500,1000,0.00270957,0,0,0,1,1
"84816",42408000,1000,0.00263527,0,0,0,1,1
"84817",42408500,1000,0.00261573,0,0,0,0,0
"84818",42409000,1000,0.00279294,0,0,0,3,3
"84819",42409500,1000,0.00280041,0,0,0,3,3
"84820",42410000,1000,0.00273429,0,0,0,1,1
"84821",42410500,1000,0.00287135,0,0,2,2,4
"84822",42411000,1000,0.00281258,0,0,2,1,3
"84823",42411500,1000,0.00262298,0,0,0,0,0
"84824",42412000,1000,0.00280553,0,1,0,1,2
"84825",42412500,1000,0.00282568,0,1,0,2,3
"84826",42413000,1000,0.00270342,0,0,0,4,4
"84827",42413500,1000,0.00267041,0,0,0,3,3
"84828",42414000,1000,0.00265441,0,0,0,2,2
"84829",42414500,1000,0.00270981,0,0,0,2,2
"84830",42415000,1000,0.00280891,0,0,0,0,0
"84831",42415500,1000,0.00274027,0,0,0,0,0
"84832",42416000,1000,0.00268348,0,0,1,1,2
"84833",42416500,1000,0.00261101,0,0,1,1,2
"84834",42417000,1000,0.00261036,0,0,0,2,2
"84835",42417500,1000,0.0027059,0,0,0,3,3
"84836",42418000,1000,0.00260646,0,0,0,1,1
"84837",42418500,1000,0.00254659,0,0,0,0,0
"84838",42419000,1000,0.00258317,0,0,0,0,0
"84839",42419500,1000,0.00279627,0,0,1,0,1
"84840",42420000,1000,0.00274719,0,0,1,0,1
"84841",42420500,1000,0.00264008,0,0,0,0,0
"84842",42421000,1000,0.00267442,0,0,0,0,0
"84843",42421500,1000,0.00261734,0,0,0,0,0
"84844",42422000,1000,0.00247992,0,0,0,0,0
"84845",42422500,1000,0.00276621,0,0,2,0,2
"84846",42423000,1000,0.00280682,0,0,2,0,2
"84847",42423500,1000,0.00253824,0,0,0,0,0
"84848",42424000,1000,0.00274,0,0,0,4,4
"84849",42424500,1000,0.00278221,0,0,0,4,4
"84850",42425000,1000,0.00265202,0,0,0,0,0
"84851",42425500,1000,0.00272321,0,0,0,0,0
"84852",42426000,1000,0.00278602,0,0,0,1,1
"84853",42426500,1000,0.00264388,0,0,0,1,1
"84854",42427000,1000,0.00270007,0,0,1,1,2
"84855",42427500,1000,0.0027931,0,0,1,3,4
"84856",42428000,1000,0.00278279,0,0,0,3,3
"84857",42428500,1000,0.00269713,0,0,0,1,1
"84858",42429000,1000,0.00259605,0,0,0,1,1
"84859",42429500,1000,0.00269549,0,0,0,3,3
"84860",42430000,1000,0.00263368,0,0,0,2,2
"84861",42430500,1000,0.0025587,0,0,0,1,1
"84862",42431000,1000,0.0026058,0,0,0,2,2
"84863",42431500,1000,0.0025192,0,0,0,1,1
"84864",42432000,1000,0.00265112,0,1,0,0,1
"84865",42432500,1000,0.0028682,0,1,0,2,3
"84866",42433000,1000,0.00267316,0,0,0,2,2
"84867",42433500,1000,0.00268725,0,0,1,1,2
"84868",42434000,1000,0.00290034,0,0,1,2,3
"84869",42434500,1000,0.00274364,0,0,0,2,2
"84870",42435000,1000,0.0025047,0,0,0,1,1
"84871",42435500,1000,0.00243641,0,0,0,0,0
"84872",42436000,1000,0.00254917,0,0,0,1,1
"84873",42436500,1000,0.00269032,0,0,0,3,3
"84874",42437000,1000,0.00278857,0,0,1,3,4
"84875",42437500,1000,0.00270971,0,0,1,2,3
"84876",42438000,1000,0.00257733,0,0,0,1,1
"84877",42438500,1000,0.00254519,0,0,0,0,0
"84878",42439000,1000,0.00251444,0,0,0,0,0
"84879",42439500,1000,0.00267455,0,0,0,2,2
"84880",42440000,1000,0.0026405,0,0,0,2,2
"84881",42440500,1000,0.00255557,0,0,0,2,2
"84882",42441000,1000,0.00261916,0,0,0,2,2
"84883",42441500,1000,0.00262966,0,0,0,0,0
"84884",42442000,1000,0.00276264,0,0,0,2,2
"84885",42442500,1000,0.00260735,0,0,0,2,2
"84886",42443000,1000,0.00257847,0,1,0,0,1
"84887",42443500,1000,0.00275507,0,1,0,1,2
"84888",42444000,1000,0.0029403,0,1,1,2,4
"84889",42444500,1000,0.00294665,0,1,1,2,4
"84890",42445000,1000,0.00259792,0,0,0,2,2
"84891",42445500,1000,0.00268996,0,0,1,2,3
"84892",42446000,1000,0.00272037,0,0,1,1,2
"84893",42446500,1000,0.00248772,0,0,0,1,1
"84894",42447000,1000,0.00262199,0,0,1,2,3
"84895",42447500,1000,0.00282419,0,0,1,3,4
"84896",42448000,1000,0.00285687,0,0,0,4,4
"84897",42448500,1000,0.00272381,0,0,0,2,2
"84898",42449000,1000,0.00257854,0,0,0,0,0
"84899",42449500,1000,0.00264199,0,0,0,0,0
"84900",42450000,1000,0.00266295,0,0,0,1,1
"84901",42450500,1000,0.00261379,0,0,0,3,3
"84902",42451000,1000,0.00265568,0,0,0,2,2
"84903",42451500,1000,0.00276965,0,0,0,1,1
"84904",42452000,1000,0.00267635,0,0,0,1,1
"84905",42452500,1000,0.00267317,0,0,0,2,2
"84906",42453000,1000,0.00270478,0,0,0,2,2
"84907",42453500,1000,0.00281214,0,1,0,2,3
"84908",42454000,1000,0.00281848,0,1,0,2,3
"84909",42454500,1000,0.00254362,0,0,0,0,0
"84910",42455000,1000,0.00264768,0,0,1,1,2
"84911",42455500,1000,0.00265531,0,0,1,1,2
"84912",42456000,1000,0.00261144,0,0,0,0,0
"84913",42456500,1000,0.0026234,0,0,0,0,0
"84914",42457000,1000,0.00252431,0,0,0,0,0
"84915",42457500,1000,0.0024462,0,0,0,0,0
"84916",42458000,1000,0.00241004,0,0,0,0,0
"84917",42458500,1000,0.0025358,0,0,0,1,1
"84918",42459000,1000,0.00261733,0,0,0,1,1
"84919",42459500,1000,0.00266233,0,0,0,0,0
"84920",42460000,1000,0.00265768,0,0,0,0,0
"84921",42460500,1000,0.00277709,0,1,0,0,1
"84922",42461000,1000,0.00269891,0,1,0,0,1
"84923",42461500,1000,0.00269007,0,0,0,2,2
"84924",42462000,1000,0.00272374,0,0,0,2,2
"84925",42462500,1000,0.00264764,0,0,1,1,2
"84926",42463000,1000,0.00279992,0,0,2,2,4
"84927",42463500,1000,0.00269401,0,0,1,1,2
"84928",42464000,1000,0.00262766,0,0,0,1,1
"84929",42464500,1000,0.00269186,0,0,1,2,3
"84930",42465000,1000,0.00272714,0,0,1,2,3
"84931",42465500,1000,0.00282632,0,0,0,5,5
"84932",42466000,1000,0.00276484,0,0,0,4,4
"84933",42466500,1000,0.00275379,0,0,1,2,3
"84934",42467000,1000,0.00272049,0,0,1,2,3
"84935",42467500,1000,0.00257813,0,0,0,1,1
"84936",42468000,1000,0.002563,0,0,0,1,1
"84937",42468500,1000,0.0026709,0,0,1,1,2
"84938",42469000,1000,0.00269639,0,0,1,1,2
"84939",42469500,1000,0.00282294,0,0,1,4,5
"84940",42470000,1000,0.00291054,0,0,2,4,6
"84941",42470500,1000,0.00269405,0,0,2,0,2
"84942",42471000,1000,0.00270536,0,0,1,2,3
"84943",42471500,1000,0.00282113,0,0,0,4,4
"84944",42472000,1000,0.00272217,0,0,0,2,2
"84945",42472500,1000,0.00269283,0,0,0,2,2
"84946",42473000,1000,0.00272542,0,0,0,3,3
"84947",42473500,1000,0.00253742,0,0,0,1,1
"84948",42474000,1000,0.0026121,0,0,0,1,1
"84949",42474500,1000,0.00268581,0,0,0,1,1
"84950",42475000,1000,0.00255431,0,0,0,0,0
"84951",42475500,1000,0.00252117,0,0,0,0,0
"84952",42476000,1000,0.00256473,0,0,0,0,0
"84953",42476500,1000,0.00254888,0,0,0,0,0
"84954",42477000,1000,0.00258339,0,0,0,0,0
"84955",42477500,1000,0.00265249,0,0,0,0,0
"84956",42478000,1000,0.00263647,0,0,0,0,0
"84957",42478500,1000,0.00265828,0,0,0,0,0
"84958",42479000,1000,0.0026787,0,0,0,0,0
"84959",42479500,1000,0.00263449,0,0,0,0,0
"84960",42480000,1000,0.00262321,0,0,0,0,0
"84961",42480500,1000,0.00260531,0,0,0,0,0
"84962",42481000,1000,0.00269834,0,0,0,2,2
"84963",42481500,1000,0.0027285,0,0,0,2,2
"84964",42482000,1000,0.00270922,0,0,0,1,1
"84965",42482500,1000,0.002921,0,0,2,2,4
"84966",42483000,1000,0.00285638,0,0,2,1,3
"84967",42483500,1000,0.00279067,0,0,0,3,3
"84968",42484000,1000,0.00269908,0,0,0,3,3
"84969",42484500,1000,0.00255,0,0,0,1,1
"84970",42485000,1000,0.00287294,0,1,0,4,5
"84971",42485500,1000,0.00294141,0,1,1,3,5
